#           k/h    P           
    0.10000E-03    0.72075E+02
    0.10202E-03    0.73481E+02
    0.10408E-03    0.74914E+02
    0.10618E-03    0.76374E+02
    0.10833E-03    0.77864E+02
    0.11052E-03    0.79382E+02
    0.11275E-03    0.80930E+02
    0.11503E-03    0.82508E+02
    0.11735E-03    0.84116E+02
    0.11972E-03    0.85756E+02
    0.12214E-03    0.87428E+02
    0.12461E-03    0.89133E+02
    0.12712E-03    0.90871E+02
    0.12969E-03    0.92642E+02
    0.13231E-03    0.94448E+02
    0.13499E-03    0.96289E+02
    0.13771E-03    0.98166E+02
    0.14049E-03    0.10008E+03
    0.14333E-03    0.10203E+03
    0.14623E-03    0.10402E+03
    0.14918E-03    0.10605E+03
    0.15220E-03    0.10811E+03
    0.15527E-03    0.11022E+03
    0.15841E-03    0.11237E+03
    0.16161E-03    0.11456E+03
    0.16487E-03    0.11679E+03
    0.16820E-03    0.11907E+03
    0.17160E-03    0.12139E+03
    0.17507E-03    0.12375E+03
    0.17860E-03    0.12616E+03
    0.18221E-03    0.12862E+03
    0.18589E-03    0.13113E+03
    0.18965E-03    0.13368E+03
    0.19348E-03    0.13629E+03
    0.19739E-03    0.13894E+03
    0.20138E-03    0.14165E+03
    0.20544E-03    0.14441E+03
    0.20959E-03    0.14722E+03
    0.21383E-03    0.15009E+03
    0.21815E-03    0.15301E+03
    0.22255E-03    0.15599E+03
    0.22705E-03    0.15902E+03
    0.23164E-03    0.16212E+03
    0.23632E-03    0.16528E+03
    0.24109E-03    0.16849E+03
    0.24596E-03    0.17177E+03
    0.25093E-03    0.17512E+03
    0.25600E-03    0.17852E+03
    0.26117E-03    0.18200E+03
    0.26645E-03    0.18554E+03
    0.27183E-03    0.18915E+03
    0.27732E-03    0.19283E+03
    0.28292E-03    0.19658E+03
    0.28864E-03    0.20040E+03
    0.29447E-03    0.20430E+03
    0.30042E-03    0.20827E+03
    0.30649E-03    0.21232E+03
    0.31268E-03    0.21644E+03
    0.31899E-03    0.22065E+03
    0.32544E-03    0.22494E+03
    0.33201E-03    0.22931E+03
    0.33872E-03    0.23376E+03
    0.34556E-03    0.23830E+03
    0.35254E-03    0.24293E+03
    0.35966E-03    0.24764E+03
    0.36693E-03    0.25245E+03
    0.37434E-03    0.25735E+03
    0.38190E-03    0.26234E+03
    0.38962E-03    0.26743E+03
    0.39749E-03    0.27262E+03
    0.40552E-03    0.27790E+03
    0.41371E-03    0.28329E+03
    0.42207E-03    0.28878E+03
    0.43060E-03    0.29438E+03
    0.43929E-03    0.30008E+03
    0.44817E-03    0.30589E+03
    0.45722E-03    0.31181E+03
    0.46646E-03    0.31785E+03
    0.47588E-03    0.32400E+03
    0.48550E-03    0.33026E+03
    0.49530E-03    0.33665E+03
    0.50531E-03    0.34315E+03
    0.51552E-03    0.34978E+03
    0.52593E-03    0.35654E+03
    0.53656E-03    0.36342E+03
    0.54739E-03    0.37044E+03
    0.55845E-03    0.37758E+03
    0.56973E-03    0.38486E+03
    0.58124E-03    0.39228E+03
    0.59299E-03    0.39984E+03
    0.60496E-03    0.40754E+03
    0.61719E-03    0.41538E+03
    0.62965E-03    0.42337E+03
    0.64237E-03    0.43151E+03
    0.65535E-03    0.43980E+03
    0.66859E-03    0.44825E+03
    0.68210E-03    0.45685E+03
    0.69588E-03    0.46562E+03
    0.70993E-03    0.47454E+03
    0.72427E-03    0.48363E+03
    0.73891E-03    0.49289E+03
    0.75383E-03    0.50232E+03
    0.76906E-03    0.51193E+03
    0.78460E-03    0.52171E+03
    0.80045E-03    0.53167E+03
    0.81662E-03    0.54181E+03
    0.83311E-03    0.55214E+03
    0.84994E-03    0.56265E+03
    0.86711E-03    0.57336E+03
    0.88463E-03    0.58426E+03
    0.90250E-03    0.59536E+03
    0.92073E-03    0.60666E+03
    0.93933E-03    0.61816E+03
    0.95831E-03    0.62987E+03
    0.97767E-03    0.64178E+03
    0.99742E-03    0.65391E+03
    0.10176E-02    0.66626E+03
    0.10381E-02    0.67883E+03
    0.10591E-02    0.69161E+03
    0.10805E-02    0.70463E+03
    0.11023E-02    0.71787E+03
    0.11246E-02    0.73134E+03
    0.11473E-02    0.74505E+03
    0.11705E-02    0.75900E+03
    0.11941E-02    0.77319E+03
    0.12182E-02    0.78763E+03
    0.12429E-02    0.80231E+03
    0.12680E-02    0.81725E+03
    0.12936E-02    0.83244E+03
    0.13197E-02    0.84789E+03
    0.13464E-02    0.86360E+03
    0.13736E-02    0.87958E+03
    0.14013E-02    0.89583E+03
    0.14296E-02    0.91235E+03
    0.14585E-02    0.92914E+03
    0.14880E-02    0.94621E+03
    0.15180E-02    0.96356E+03
    0.15487E-02    0.98120E+03
    0.15800E-02    0.99912E+03
    0.16119E-02    0.10173E+04
    0.16445E-02    0.10358E+04
    0.16777E-02    0.10547E+04
    0.17116E-02    0.10738E+04
    0.17462E-02    0.10932E+04
    0.17814E-02    0.11129E+04
    0.18174E-02    0.11329E+04
    0.18541E-02    0.11532E+04
    0.18916E-02    0.11739E+04
    0.19298E-02    0.11948E+04
    0.19688E-02    0.12161E+04
    0.20086E-02    0.12377E+04
    0.20491E-02    0.12597E+04
    0.20905E-02    0.12819E+04
    0.21328E-02    0.13045E+04
    0.21758E-02    0.13274E+04
