#           k/h    P           
    0.10000E-03    0.14770E+02
    0.10202E-03    0.15058E+02
    0.10408E-03    0.15351E+02
    0.10618E-03    0.15651E+02
    0.10833E-03    0.15956E+02
    0.11052E-03    0.16267E+02
    0.11275E-03    0.16584E+02
    0.11503E-03    0.16908E+02
    0.11735E-03    0.17237E+02
    0.11972E-03    0.17573E+02
    0.12214E-03    0.17916E+02
    0.12461E-03    0.18265E+02
    0.12712E-03    0.18622E+02
    0.12969E-03    0.18985E+02
    0.13231E-03    0.19355E+02
    0.13499E-03    0.19732E+02
    0.13771E-03    0.20117E+02
    0.14049E-03    0.20509E+02
    0.14333E-03    0.20909E+02
    0.14623E-03    0.21317E+02
    0.14918E-03    0.21732E+02
    0.15220E-03    0.22156E+02
    0.15527E-03    0.22588E+02
    0.15841E-03    0.23028E+02
    0.16161E-03    0.23477E+02
    0.16487E-03    0.23934E+02
    0.16820E-03    0.24401E+02
    0.17160E-03    0.24876E+02
    0.17507E-03    0.25361E+02
    0.17860E-03    0.25856E+02
    0.18221E-03    0.26359E+02
    0.18589E-03    0.26873E+02
    0.18965E-03    0.27397E+02
    0.19348E-03    0.27931E+02
    0.19739E-03    0.28475E+02
    0.20138E-03    0.29030E+02
    0.20544E-03    0.29595E+02
    0.20959E-03    0.30172E+02
    0.21383E-03    0.30759E+02
    0.21815E-03    0.31359E+02
    0.22255E-03    0.31969E+02
    0.22705E-03    0.32592E+02
    0.23164E-03    0.33227E+02
    0.23632E-03    0.33874E+02
    0.24109E-03    0.34533E+02
    0.24596E-03    0.35206E+02
    0.25093E-03    0.35891E+02
    0.25600E-03    0.36590E+02
    0.26117E-03    0.37302E+02
    0.26645E-03    0.38028E+02
    0.27183E-03    0.38768E+02
    0.27732E-03    0.39523E+02
    0.28292E-03    0.40292E+02
    0.28864E-03    0.41076E+02
    0.29447E-03    0.41875E+02
    0.30042E-03    0.42690E+02
    0.30649E-03    0.43520E+02
    0.31268E-03    0.44367E+02
    0.31899E-03    0.45229E+02
    0.32544E-03    0.46109E+02
    0.33201E-03    0.47005E+02
    0.33872E-03    0.47919E+02
    0.34556E-03    0.48850E+02
    0.35254E-03    0.49800E+02
    0.35966E-03    0.50767E+02
    0.36693E-03    0.51753E+02
    0.37434E-03    0.52759E+02
    0.38190E-03    0.53783E+02
    0.38962E-03    0.54828E+02
    0.39749E-03    0.55892E+02
    0.40552E-03    0.56977E+02
    0.41371E-03    0.58083E+02
    0.42207E-03    0.59209E+02
    0.43060E-03    0.60358E+02
    0.43929E-03    0.61528E+02
    0.44817E-03    0.62721E+02
    0.45722E-03    0.63937E+02
    0.46646E-03    0.65176E+02
    0.47588E-03    0.66439E+02
    0.48550E-03    0.67726E+02
    0.49530E-03    0.69037E+02
    0.50531E-03    0.70373E+02
    0.51552E-03    0.71735E+02
    0.52593E-03    0.73123E+02
    0.53656E-03    0.74537E+02
    0.54739E-03    0.75978E+02
    0.55845E-03    0.77446E+02
    0.56973E-03    0.78942E+02
    0.58124E-03    0.80466E+02
    0.59299E-03    0.82019E+02
    0.60496E-03    0.83602E+02
    0.61719E-03    0.85214E+02
    0.62965E-03    0.86857E+02
    0.64237E-03    0.88530E+02
    0.65535E-03    0.90235E+02
    0.66859E-03    0.91972E+02
    0.68210E-03    0.93742E+02
    0.69588E-03    0.95544E+02
    0.70993E-03    0.97380E+02
    0.72427E-03    0.99250E+02
    0.73891E-03    0.10116E+03
    0.75383E-03    0.10310E+03
    0.76906E-03    0.10507E+03
    0.78460E-03    0.10709E+03
    0.80045E-03    0.10914E+03
    0.81662E-03    0.11122E+03
